filename,width,height,class,xmin,ymin,xmax,ymax
Screen-Shot-2023-04-24-at-17-53-46_png.rf.d50550c369904331742ef3252a1d3025.jpg,640,640,car,356,97,424,160
Screen-Shot-2023-04-24-at-17-53-46_png.rf.d50550c369904331742ef3252a1d3025.jpg,640,640,car,256,97,285,118
Screen-Shot-2023-04-24-at-18-04-26_png.rf.d274ab4244d17ff491954d56359cfae5.jpg,640,640,car,200,199,444,561
Screen-Shot-2023-04-24-at-18-04-26_png.rf.d274ab4244d17ff491954d56359cfae5.jpg,640,640,car,471,281,629,426
Screen-Shot-2023-04-24-at-18-04-26_png.rf.d274ab4244d17ff491954d56359cfae5.jpg,640,640,motorcycle,433,280,461,369
Screen-Shot-2023-04-24-at-18-04-26_png.rf.d274ab4244d17ff491954d56359cfae5.jpg,640,640,car,0,209,127,402
Screen-Shot-2023-04-24-at-18-04-26_png.rf.d274ab4244d17ff491954d56359cfae5.jpg,640,640,car,118,260,183,376
Screen-Shot-2023-04-24-at-18-04-26_png.rf.d274ab4244d17ff491954d56359cfae5.jpg,640,640,car,172,265,216,345
Screen-Shot-2023-04-24-at-17-58-16_png.rf.d48c7c0e90b237b8a673046b0fe4ffdf.jpg,640,640,car,266,282,364,342
Screen-Shot-2023-04-24-at-17-58-16_png.rf.d48c7c0e90b237b8a673046b0fe4ffdf.jpg,640,640,car,121,291,163,328
Screen-Shot-2023-04-24-at-17-58-16_png.rf.d48c7c0e90b237b8a673046b0fe4ffdf.jpg,640,640,car,347,284,375,308
Screen-Shot-2023-04-24-at-17-58-16_png.rf.d48c7c0e90b237b8a673046b0fe4ffdf.jpg,640,640,car,399,285,431,304
Screen-Shot-2023-04-24-at-17-58-16_png.rf.d48c7c0e90b237b8a673046b0fe4ffdf.jpg,640,640,car,508,286,544,304
Screen-Shot-2023-04-24-at-17-53-55_png.rf.d5bfc6065e3dfb2147c99e4e0213dc28.jpg,640,640,car,0,225,124,342
Screen-Shot-2023-04-24-at-17-53-55_png.rf.d5bfc6065e3dfb2147c99e4e0213dc28.jpg,640,640,car,192,199,255,251
Screen-Shot-2023-04-24-at-17-53-55_png.rf.d5bfc6065e3dfb2147c99e4e0213dc28.jpg,640,640,car,293,187,321,218
Screen-Shot-2023-04-24-at-17-53-55_png.rf.d5bfc6065e3dfb2147c99e4e0213dc28.jpg,640,640,car,262,191,291,217
Screen-Shot-2023-04-24-at-17-53-55_png.rf.d5bfc6065e3dfb2147c99e4e0213dc28.jpg,640,640,pedestrian,389,182,402,215
Screen-Shot-2023-04-24-at-17-53-55_png.rf.d5bfc6065e3dfb2147c99e4e0213dc28.jpg,640,640,truck,357,151,389,216
eXrtznW8pgwRk49wU5c2LA-1920-80-jpeg-copy_jpg.rf.cff09bf8cf2ddc6dc9ad99d476b9407c.jpg,640,640,bike,62,147,154,576
eXrtznW8pgwRk49wU5c2LA-1920-80-jpeg-copy_jpg.rf.cff09bf8cf2ddc6dc9ad99d476b9407c.jpg,640,640,bike,170,185,243,521
eXrtznW8pgwRk49wU5c2LA-1920-80-jpeg-copy_jpg.rf.cff09bf8cf2ddc6dc9ad99d476b9407c.jpg,640,640,bike,257,162,323,547
eXrtznW8pgwRk49wU5c2LA-1920-80-jpeg-copy_jpg.rf.cff09bf8cf2ddc6dc9ad99d476b9407c.jpg,640,640,bike,314,163,374,508
eXrtznW8pgwRk49wU5c2LA-1920-80-jpeg-copy_jpg.rf.cff09bf8cf2ddc6dc9ad99d476b9407c.jpg,640,640,bike,382,169,464,524
eXrtznW8pgwRk49wU5c2LA-1920-80-jpeg-copy_jpg.rf.cff09bf8cf2ddc6dc9ad99d476b9407c.jpg,640,640,bike,490,141,575,517
Screen-Shot-2023-04-24-at-18-04-21_png.rf.dc14f84a6ca4fa607d74ffbb1adac45c.jpg,640,640,car,123,338,235,504
Screen-Shot-2023-04-24-at-18-04-21_png.rf.dc14f84a6ca4fa607d74ffbb1adac45c.jpg,640,640,car,52,425,133,507
Screen-Shot-2023-04-24-at-18-04-21_png.rf.dc14f84a6ca4fa607d74ffbb1adac45c.jpg,640,640,motorcycle,499,295,536,408
Screen-Shot-2023-04-24-at-18-04-21_png.rf.dc14f84a6ca4fa607d74ffbb1adac45c.jpg,640,640,motorcycle,403,304,445,401
Screen-Shot-2023-04-24-at-18-04-21_png.rf.dc14f84a6ca4fa607d74ffbb1adac45c.jpg,640,640,motorcycle,220,320,269,439
Screen-Shot-2023-04-24-at-17-53-44_png.rf.d7d7b3ee47007c208476ea3bd736a096.jpg,640,640,car,75,167,224,275
Screen-Shot-2023-04-24-at-17-53-44_png.rf.d7d7b3ee47007c208476ea3bd736a096.jpg,640,640,car,272,148,312,191
Screen-Shot-2023-04-24-at-17-53-44_png.rf.d7d7b3ee47007c208476ea3bd736a096.jpg,640,640,car,344,152,363,171
Screen-Shot-2023-04-24-at-17-53-44_png.rf.d7d7b3ee47007c208476ea3bd736a096.jpg,640,640,car,24,184,113,223
Screen-Shot-2023-04-24-at-18-03-02_png.rf.d8b60ee70f9c859b1bb02370396ce229.jpg,640,640,car,158,290,284,403
Screen-Shot-2023-04-24-at-18-03-02_png.rf.d8b60ee70f9c859b1bb02370396ce229.jpg,640,640,car,0,335,160,580
Screen-Shot-2023-04-24-at-18-03-02_png.rf.d8b60ee70f9c859b1bb02370396ce229.jpg,640,640,car,108,309,152,365
Screen-Shot-2023-04-24-at-18-03-02_png.rf.d8b60ee70f9c859b1bb02370396ce229.jpg,640,640,car,304,289,350,330
4cdfe1773659de326e82e323838cdf1b-jpg_jpg.rf.df2d78781de6a134a21567adc65c5db2.jpg,640,640,pedestrian,290,155,354,356
4cdfe1773659de326e82e323838cdf1b-jpg_jpg.rf.df2d78781de6a134a21567adc65c5db2.jpg,640,640,pedestrian,379,108,435,351
WhatsApp-Image-2023-04-25-at-15-04-11-1-_jpeg.rf.d967e89b150e37c71e17dce06ed10ea4.jpg,640,640,truck,130,112,322,407
WhatsApp-Image-2023-04-25-at-15-04-11-1-_jpeg.rf.d967e89b150e37c71e17dce06ed10ea4.jpg,640,640,truck,345,186,515,374
WhatsApp-Image-2023-04-25-at-15-04-09_jpeg.rf.e16caf43e584393aa0eb058f07f105a5.jpg,640,640,truck,303,176,393,434
WhatsApp-Image-2023-04-25-at-15-04-09_jpeg.rf.e16caf43e584393aa0eb058f07f105a5.jpg,640,640,truck,267,210,306,308
WhatsApp-Image-2023-04-25-at-15-04-09_jpeg.rf.e16caf43e584393aa0eb058f07f105a5.jpg,640,640,truck,225,234,249,290
WhatsApp-Image-2023-04-25-at-15-04-09_jpeg.rf.e16caf43e584393aa0eb058f07f105a5.jpg,640,640,truck,190,236,216,285
WhatsApp-Image-2023-04-25-at-15-04-09_jpeg.rf.e16caf43e584393aa0eb058f07f105a5.jpg,640,640,bus,248,217,268,302
Screen-Shot-2023-04-24-at-17-57-38_png.rf.d9073e306fca3396fbeb094d56061739.jpg,640,640,car,440,393,544,479
Screen-Shot-2023-04-24-at-17-57-38_png.rf.d9073e306fca3396fbeb094d56061739.jpg,640,640,car,349,386,378,419
Screen-Shot-2023-04-24-at-17-57-38_png.rf.d9073e306fca3396fbeb094d56061739.jpg,640,640,car,376,374,404,446
Screen-Shot-2023-04-24-at-17-58-56_png.rf.d5a79c4715764ccec1acf72caba412db.jpg,640,640,car,128,212,297,377
Screen-Shot-2023-04-24-at-17-58-56_png.rf.d5a79c4715764ccec1acf72caba412db.jpg,640,640,car,274,205,326,266
Screen-Shot-2023-04-24-at-17-58-56_png.rf.d5a79c4715764ccec1acf72caba412db.jpg,640,640,car,350,204,375,239
calcadas_jpeg.rf.e2ce93740419d00c5918229a49cc660d.jpg,640,640,pedestrian,211,60,290,394
calcadas_jpeg.rf.e2ce93740419d00c5918229a49cc660d.jpg,640,640,pedestrian,374,117,410,281
calcadas_jpeg.rf.e2ce93740419d00c5918229a49cc660d.jpg,640,640,car,495,85,540,142
calcadas_jpeg.rf.e2ce93740419d00c5918229a49cc660d.jpg,640,640,motorcycle,42,93,72,147
Screen-Shot-2023-04-24-at-17-53-07_png.rf.e324e327be930ddab975fd600af0ed14.jpg,640,640,pedestrian,106,171,138,242
Screen-Shot-2023-04-24-at-17-53-07_png.rf.e324e327be930ddab975fd600af0ed14.jpg,640,640,car,408,155,507,208
Screen-Shot-2023-04-24-at-17-53-07_png.rf.e324e327be930ddab975fd600af0ed14.jpg,640,640,car,504,148,589,192
Screen-Shot-2023-04-24-at-17-50-10_png.rf.e2331f545dbaea9c2a553a6d379c3b76.jpg,640,640,motorcycle,298,126,468,366
Screen-Shot-2023-04-24-at-17-50-10_png.rf.e2331f545dbaea9c2a553a6d379c3b76.jpg,640,640,car,0,196,118,303
WhatsApp-Image-2023-04-25-at-15-04-10-1-_jpeg.rf.d3c8542be2071622ec21e665e93c061b.jpg,640,640,truck,301,197,364,423
WhatsApp-Image-2023-04-25-at-15-04-10-1-_jpeg.rf.d3c8542be2071622ec21e665e93c061b.jpg,640,640,truck,68,117,264,579
transito-onibus-carros-sao-paulo-brasil_jpeg.rf.e25426d75966c906e06d4f5c312167db.jpg,640,640,bus,261,316,357,515
transito-onibus-carros-sao-paulo-brasil_jpeg.rf.e25426d75966c906e06d4f5c312167db.jpg,640,640,bus,254,224,314,325
transito-onibus-carros-sao-paulo-brasil_jpeg.rf.e25426d75966c906e06d4f5c312167db.jpg,640,640,bus,410,347,542,583
transito-onibus-carros-sao-paulo-brasil_jpeg.rf.e25426d75966c906e06d4f5c312167db.jpg,640,640,car,192,361,241,438
transito-onibus-carros-sao-paulo-brasil_jpeg.rf.e25426d75966c906e06d4f5c312167db.jpg,640,640,car,88,419,148,494
transito-onibus-carros-sao-paulo-brasil_jpeg.rf.e25426d75966c906e06d4f5c312167db.jpg,640,640,car,53,488,125,583
transito-onibus-carros-sao-paulo-brasil_jpeg.rf.e25426d75966c906e06d4f5c312167db.jpg,640,640,car,159,522,235,627
transito-onibus-carros-sao-paulo-brasil_jpeg.rf.e25426d75966c906e06d4f5c312167db.jpg,640,640,car,137,320,185,384
transito-onibus-carros-sao-paulo-brasil_jpeg.rf.e25426d75966c906e06d4f5c312167db.jpg,640,640,car,539,379,596,447
transito-onibus-carros-sao-paulo-brasil_jpeg.rf.e25426d75966c906e06d4f5c312167db.jpg,640,640,car,354,182,408,279
download_jpeg.rf.dc68b73755c5b1e775d37ec0556b6513.jpg,640,640,bus,247,64,640,577
download_jpeg.rf.dc68b73755c5b1e775d37ec0556b6513.jpg,640,640,bus,102,120,261,531
download_jpeg.rf.dc68b73755c5b1e775d37ec0556b6513.jpg,640,640,car,0,363,94,638
download_jpeg.rf.dc68b73755c5b1e775d37ec0556b6513.jpg,640,640,car,596,369,640,607
images_jpeg.rf.e7481e74203095c820f142ba6230cd72.jpg,640,640,bike,64,167,131,471
images_jpeg.rf.e7481e74203095c820f142ba6230cd72.jpg,640,640,bike,247,186,302,428
images_jpeg.rf.e7481e74203095c820f142ba6230cd72.jpg,640,640,car,361,237,510,373
images_jpeg.rf.e7481e74203095c820f142ba6230cd72.jpg,640,640,car,95,191,235,325
images_jpeg.rf.e7481e74203095c820f142ba6230cd72.jpg,640,640,car,494,237,556,338
Screen-Shot-2023-04-24-at-17-48-29_png.rf.ecd75c0e7c28e9b020ec41af8c3a07b3.jpg,640,640,car,300,86,382,164
Screen-Shot-2023-04-24-at-17-48-29_png.rf.ecd75c0e7c28e9b020ec41af8c3a07b3.jpg,640,640,car,386,104,416,135
Screen-Shot-2023-04-24-at-17-48-29_png.rf.ecd75c0e7c28e9b020ec41af8c3a07b3.jpg,640,640,car,435,117,461,147
Screen-Shot-2023-04-24-at-17-58-27_png.rf.e3b61a888c677b24b60b7bacc056216e.jpg,640,640,car,312,353,362,416
Screen-Shot-2023-04-24-at-17-58-27_png.rf.e3b61a888c677b24b60b7bacc056216e.jpg,640,640,motorcycle,375,312,474,518
Screen-Shot-2023-04-24-at-17-58-27_png.rf.e3b61a888c677b24b60b7bacc056216e.jpg,640,640,motorcycle,432,319,493,410
IMG_3117-copy_jpg.rf.e9e6ca6e7d7049943a4c870efc243cca.jpg,640,640,bus,44,159,627,578
Screen-Shot-2023-04-24-at-18-01-28_png.rf.e55848d80bffdbdc0dc3385353137498.jpg,640,640,car,288,141,392,290
Screen-Shot-2023-04-24-at-18-01-28_png.rf.e55848d80bffdbdc0dc3385353137498.jpg,640,640,bike,224,155,245,219
Screen-Shot-2023-04-24-at-18-01-28_png.rf.e55848d80bffdbdc0dc3385353137498.jpg,640,640,car,397,156,438,222
WhatsApp-Image-2023-04-25-at-15-04-11_jpeg.rf.f1ea9e27750a9d821c23e166d29ce13e.jpg,640,640,truck,228,173,525,582
Screen-Shot-2023-04-24-at-17-59-51_png.rf.df72397373c7c775dbfaf3261098a523.jpg,640,640,car,202,182,309,273
Screen-Shot-2023-04-24-at-17-59-51_png.rf.df72397373c7c775dbfaf3261098a523.jpg,640,640,car,0,222,72,427
Screen-Shot-2023-04-24-at-17-59-51_png.rf.df72397373c7c775dbfaf3261098a523.jpg,640,640,car,44,231,89,266
Screen-Shot-2023-04-24-at-17-59-51_png.rf.df72397373c7c775dbfaf3261098a523.jpg,640,640,truck,84,198,142,263
Screen-Shot-2023-04-24-at-17-59-51_png.rf.df72397373c7c775dbfaf3261098a523.jpg,640,640,car,136,213,157,238
Screen-Shot-2023-04-24-at-17-59-51_png.rf.df72397373c7c775dbfaf3261098a523.jpg,640,640,car,422,182,619,380
images-9-_jpeg.rf.e3c91fd5d14ca93a7d6535ca322fa542.jpg,640,640,bike,17,22,191,640
images-9-_jpeg.rf.e3c91fd5d14ca93a7d6535ca322fa542.jpg,640,640,bike,369,140,460,419
images-10-_jpeg.rf.e88588ce4f43ae22a9cd1886db315347.jpg,640,640,bike,98,129,202,434
images-10-_jpeg.rf.e88588ce4f43ae22a9cd1886db315347.jpg,640,640,bike,211,141,276,400
images-10-_jpeg.rf.e88588ce4f43ae22a9cd1886db315347.jpg,640,640,bike,318,158,426,576
images-10-_jpeg.rf.e88588ce4f43ae22a9cd1886db315347.jpg,640,640,bike,460,87,536,365
WhatsApp-Image-2023-04-25-at-15-04-09-3-_jpeg.rf.f5d365625a4341a387b1586c60e06fda.jpg,640,640,truck,160,214,270,388
WhatsApp-Image-2023-04-25-at-15-04-09-3-_jpeg.rf.f5d365625a4341a387b1586c60e06fda.jpg,640,640,truck,297,230,336,359
09212018_bikes_163331-e1537572929648-copy_jpg.rf.ef384d9f0a05190b824dfc5556adca3e.jpg,640,640,bike,174,208,259,487
09212018_bikes_163331-e1537572929648-copy_jpg.rf.ef384d9f0a05190b824dfc5556adca3e.jpg,640,640,bike,276,312,443,640
09212018_bikes_163331-e1537572929648-copy_jpg.rf.ef384d9f0a05190b824dfc5556adca3e.jpg,640,640,bike,445,192,507,504
09212018_bikes_163331-e1537572929648-copy_jpg.rf.ef384d9f0a05190b824dfc5556adca3e.jpg,640,640,bike,513,191,615,589
09212018_bikes_163331-e1537572929648-copy_jpg.rf.ef384d9f0a05190b824dfc5556adca3e.jpg,640,640,pedestrian,28,206,86,431
Screen-Shot-2023-04-24-at-23-47-05_png.rf.e44a853ed7f6bc84b67d1c784cd8c31d.jpg,640,640,motorcycle,254,154,266,191
Screen-Shot-2023-04-24-at-23-47-05_png.rf.e44a853ed7f6bc84b67d1c784cd8c31d.jpg,640,640,motorcycle,318,160,326,189
Screen-Shot-2023-04-24-at-18-11-28_png.rf.f6ee3dbc1d360fccf7f681e958cdb736.jpg,640,640,motorcycle,248,249,295,384
Screen-Shot-2023-04-24-at-18-11-28_png.rf.f6ee3dbc1d360fccf7f681e958cdb736.jpg,640,640,car,184,262,234,316
Screen-Shot-2023-04-24-at-18-11-28_png.rf.f6ee3dbc1d360fccf7f681e958cdb736.jpg,640,640,bike,327,256,370,330
Screen-Shot-2023-04-24-at-18-11-28_png.rf.f6ee3dbc1d360fccf7f681e958cdb736.jpg,640,640,bike,352,260,401,335
Screen-Shot-2023-04-24-at-18-11-28_png.rf.f6ee3dbc1d360fccf7f681e958cdb736.jpg,640,640,car,406,257,529,350
transito_onibus_faixa_240113_jpeg.rf.eb9870acd1d55b9fe0d2d8520adac97a.jpg,640,640,bus,155,18,298,308
transito_onibus_faixa_240113_jpeg.rf.eb9870acd1d55b9fe0d2d8520adac97a.jpg,640,640,bus,448,68,579,387
transito_onibus_faixa_240113_jpeg.rf.eb9870acd1d55b9fe0d2d8520adac97a.jpg,640,640,car,306,268,391,399
transito_onibus_faixa_240113_jpeg.rf.eb9870acd1d55b9fe0d2d8520adac97a.jpg,640,640,car,331,186,411,304
transito_onibus_faixa_240113_jpeg.rf.eb9870acd1d55b9fe0d2d8520adac97a.jpg,640,640,car,329,141,398,237
transito_onibus_faixa_240113_jpeg.rf.eb9870acd1d55b9fe0d2d8520adac97a.jpg,640,640,car,81,429,239,629
transito_onibus_faixa_240113_jpeg.rf.eb9870acd1d55b9fe0d2d8520adac97a.jpg,640,640,car,241,387,458,632
transito_onibus_faixa_240113_jpeg.rf.eb9870acd1d55b9fe0d2d8520adac97a.jpg,640,640,car,290,128,344,223
transito_onibus_faixa_240113_jpeg.rf.eb9870acd1d55b9fe0d2d8520adac97a.jpg,640,640,pedestrian,36,250,63,421
transito_onibus_faixa_240113_jpeg.rf.eb9870acd1d55b9fe0d2d8520adac97a.jpg,640,640,pedestrian,65,251,90,397
transito_onibus_faixa_240113_jpeg.rf.eb9870acd1d55b9fe0d2d8520adac97a.jpg,640,640,pedestrian,97,236,121,375
transito_onibus_faixa_240113_jpeg.rf.eb9870acd1d55b9fe0d2d8520adac97a.jpg,640,640,pedestrian,78,185,101,268
transito_onibus_faixa_240113_jpeg.rf.eb9870acd1d55b9fe0d2d8520adac97a.jpg,640,640,pedestrian,109,193,131,314
transito_onibus_faixa_240113_jpeg.rf.eb9870acd1d55b9fe0d2d8520adac97a.jpg,640,640,pedestrian,0,247,26,422
29034-onibus-coletivo-urbano_jpeg.rf.e57634fe93b2f090220830aab2606c7b.jpg,640,640,bus,54,144,625,640
Screen-Shot-2023-04-24-at-18-00-32_png.rf.f13734d1116921b779f80ed53e5f550e.jpg,640,640,car,264,209,303,253
Screen-Shot-2023-04-24-at-18-00-32_png.rf.f13734d1116921b779f80ed53e5f550e.jpg,640,640,car,301,209,318,233
Screen-Shot-2023-04-24-at-23-47-41_png.rf.ecb8e4702402adf157caa3932adb44b1.jpg,640,640,motorcycle,83,210,112,253
Screen-Shot-2023-04-24-at-23-47-41_png.rf.ecb8e4702402adf157caa3932adb44b1.jpg,640,640,motorcycle,108,205,130,244
Screen-Shot-2023-04-24-at-23-47-41_png.rf.ecb8e4702402adf157caa3932adb44b1.jpg,640,640,motorcycle,126,200,143,240
Screen-Shot-2023-04-24-at-23-47-41_png.rf.ecb8e4702402adf157caa3932adb44b1.jpg,640,640,motorcycle,136,196,160,233
Screen-Shot-2023-04-24-at-23-47-41_png.rf.ecb8e4702402adf157caa3932adb44b1.jpg,640,640,motorcycle,404,161,443,220
Screen-Shot-2023-04-24-at-18-01-15_png.rf.e5797629fe61935260940a2bb2f34b5b.jpg,640,640,car,116,267,216,378
Screen-Shot-2023-04-24-at-18-03-13_png.rf.f2cc82d4e9bba563c7a7adb692aff1b6.jpg,640,640,motorcycle,195,272,388,619
Screen-Shot-2023-04-24-at-18-03-13_png.rf.f2cc82d4e9bba563c7a7adb692aff1b6.jpg,640,640,car,166,307,241,395
Screen-Shot-2023-04-24-at-18-03-13_png.rf.f2cc82d4e9bba563c7a7adb692aff1b6.jpg,640,640,car,0,345,98,521
Screen-Shot-2023-04-24-at-18-03-13_png.rf.f2cc82d4e9bba563c7a7adb692aff1b6.jpg,640,640,car,89,309,138,364
jornal-voz-ativa-ouro-preto-mg-liminar-veta-paralisacao-de-linhas-de-onibus-distritais-em-mariana-FILEminimizer-copy_jpg.rf.f0ce70b0dd85b9d81733531f2871fa65.jpg,640,640,bus,33,315,191,577
jornal-voz-ativa-ouro-preto-mg-liminar-veta-paralisacao-de-linhas-de-onibus-distritais-em-mariana-FILEminimizer-copy_jpg.rf.f0ce70b0dd85b9d81733531f2871fa65.jpg,640,640,car,335,303,395,383
Local-landing-page-bright-1536x864_jpeg.rf.ed238b128d0107c964d72ee1bcc0c973.jpg,640,640,bike,136,155,357,610
Local-landing-page-bright-1536x864_jpeg.rf.ed238b128d0107c964d72ee1bcc0c973.jpg,640,640,bike,357,143,601,605
0_d613563532debbe73e45da8baeed5fa5_123682-jpg_png.rf.f6719c76fcccbbb921ba51fb9872d85d.jpg,640,640,bike,208,278,278,573
0_d613563532debbe73e45da8baeed5fa5_123682-jpg_png.rf.f6719c76fcccbbb921ba51fb9872d85d.jpg,640,640,bike,268,297,323,545
0_d613563532debbe73e45da8baeed5fa5_123682-jpg_png.rf.f6719c76fcccbbb921ba51fb9872d85d.jpg,640,640,bike,349,308,393,513
0_d613563532debbe73e45da8baeed5fa5_123682-jpg_png.rf.f6719c76fcccbbb921ba51fb9872d85d.jpg,640,640,bike,406,317,443,462
0_d613563532debbe73e45da8baeed5fa5_123682-jpg_png.rf.f6719c76fcccbbb921ba51fb9872d85d.jpg,640,640,pedestrian,68,312,112,521
0_d613563532debbe73e45da8baeed5fa5_123682-jpg_png.rf.f6719c76fcccbbb921ba51fb9872d85d.jpg,640,640,pedestrian,32,279,71,509
17102012-onibus-cruza-viaduto-sobre-a-avenida-rubem-berta-em-sao-paulo-que-tem-transito-intenso-na-tarde-desta-quarta-feira-17-1350507526442_1920x1080_jpeg.rf.fa18950510d7d0abca47d9b6dc988fbf.jpg,640,640,car,233,400,378,491
17102012-onibus-cruza-viaduto-sobre-a-avenida-rubem-berta-em-sao-paulo-que-tem-transito-intenso-na-tarde-desta-quarta-feira-17-1350507526442_1920x1080_jpeg.rf.fa18950510d7d0abca47d9b6dc988fbf.jpg,640,640,bus,78,299,507,473
17102012-onibus-cruza-viaduto-sobre-a-avenida-rubem-berta-em-sao-paulo-que-tem-transito-intenso-na-tarde-desta-quarta-feira-17-1350507526442_1920x1080_jpeg.rf.fa18950510d7d0abca47d9b6dc988fbf.jpg,640,640,car,588,371,640,464
17102012-onibus-cruza-viaduto-sobre-a-avenida-rubem-berta-em-sao-paulo-que-tem-transito-intenso-na-tarde-desta-quarta-feira-17-1350507526442_1920x1080_jpeg.rf.fa18950510d7d0abca47d9b6dc988fbf.jpg,640,640,car,305,590,346,640
17102012-onibus-cruza-viaduto-sobre-a-avenida-rubem-berta-em-sao-paulo-que-tem-transito-intenso-na-tarde-desta-quarta-feira-17-1350507526442_1920x1080_jpeg.rf.fa18950510d7d0abca47d9b6dc988fbf.jpg,640,640,car,393,583,430,640
Screen-Shot-2023-04-24-at-17-59-56_png.rf.f7c385f3414ea014610b2e013d2cfa22.jpg,640,640,car,135,163,259,267
Screen-Shot-2023-04-24-at-17-59-56_png.rf.f7c385f3414ea014610b2e013d2cfa22.jpg,640,640,car,416,128,566,290
Screen-Shot-2023-04-24-at-17-59-56_png.rf.f7c385f3414ea014610b2e013d2cfa22.jpg,640,640,car,44,213,90,257
images-3-_jpeg.rf.f9d7856644044c872f26df2e6b5513df.jpg,640,640,motorcycle,320,174,389,421
images-3-_jpeg.rf.f9d7856644044c872f26df2e6b5513df.jpg,640,640,motorcycle,401,190,483,494
images-3-_jpeg.rf.f9d7856644044c872f26df2e6b5513df.jpg,640,640,motorcycle,525,163,640,640
images-3-_jpeg.rf.f9d7856644044c872f26df2e6b5513df.jpg,640,640,motorcycle,0,260,127,640
images-3-_jpeg.rf.f9d7856644044c872f26df2e6b5513df.jpg,640,640,bus,0,24,227,315
taxis-corredores_jpeg.rf.f9bee19bd43bf154090e70f034e9255b.jpg,640,640,car,99,48,183,167
taxis-corredores_jpeg.rf.f9bee19bd43bf154090e70f034e9255b.jpg,640,640,car,381,529,524,640
taxis-corredores_jpeg.rf.f9bee19bd43bf154090e70f034e9255b.jpg,640,640,car,375,440,519,562
taxis-corredores_jpeg.rf.f9bee19bd43bf154090e70f034e9255b.jpg,640,640,car,402,359,524,473
taxis-corredores_jpeg.rf.f9bee19bd43bf154090e70f034e9255b.jpg,640,640,car,431,282,546,469
taxis-corredores_jpeg.rf.f9bee19bd43bf154090e70f034e9255b.jpg,640,640,bus,44,122,338,638
taxis-corredores_jpeg.rf.f9bee19bd43bf154090e70f034e9255b.jpg,640,640,bus,226,0,456,398
Screen-Shot-2023-04-24-at-18-12-24_png.rf.fe42827887708f30646e6124cc9e4f5c.jpg,640,640,bus,92,92,331,333
Screen-Shot-2023-04-24-at-18-12-24_png.rf.fe42827887708f30646e6124cc9e4f5c.jpg,640,640,car,191,232,368,458
Screen-Shot-2023-04-24-at-18-12-09_png.rf.f351635b748e7101ecdb3475dd292e13.jpg,640,640,motorcycle,113,143,215,395
Screen-Shot-2023-04-24-at-18-12-09_png.rf.f351635b748e7101ecdb3475dd292e13.jpg,640,640,car,258,195,347,303
